status,title,company,location,date,blurb,tags,link,id,provider,query,locale,wage,remoteness
NEW,"DevOps Engineer, Java Developer",TELUS,"Cambridge, ON",2025-02-04,"You analyze, decompose, design, and plan. Spend less time on the boring repetitive stuff and move on to the new and innovative challenges. Use your keen analysis, experience and creativity to increase…","Job types: Full-time
Benefits: Company pension
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=1bc359ff4cfb5c31,IndeedScraperCANEng_1bc359ff4cfb5c31,IndeedScraperCANEng,Python,CANADA_ENGLISH,$82000 - $122000 yearly,UNKNOWN
NEW,Snow & Ice Scientist Engineer,Rowan Williams Davies & Irwin,"Guelph, ON N1G 4P6",2025-02-06,Collaborating with senior professionals to find safe and practical solutions for challenging issues related to snow loading and falling snow & ice. Coordinating with diverse team to deliver top advice…,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=803d967fd45e6419,IndeedScraperCANEng_803d967fd45e6419,IndeedScraperCANEng,Python,CANADA_ENGLISH,$58000 - $75000 yearly,UNKNOWN
NEW,Senior API Platform Solutions Design Engineer,Sun Life,"Waterloo, ON",2025-02-10,"Reporting to the Director, API Platform Adoption, the Solution Design Engineer is responsible for designing, development, deployment and implementation of existing change data capture solution (CDC)…",Benefits: Work from home,https://www.indeed.ca/m/viewjob?jk=88b2717081ee9d38,IndeedScraperCANEng_88b2717081ee9d38,IndeedScraperCANEng,Python,CANADA_ENGLISH,$84000 - $138000 yearly,UNKNOWN
NEW,R&D Engineer II (Tetrahedralization and Triangulation Methods),Ansys,"Waterloo, ON N2J 4G8",2025-01-25,The Meshing Development Unit (MDU) is seeking a R&D Engineer II to develop start-of-the-art surface and volume mesh generation methods with the (multi-)GPU as the primary target platform.,,https://www.indeed.ca/m/viewjob?jk=f77a4cf6eba1e85d,IndeedScraperCANEng_f77a4cf6eba1e85d,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Lead Application Engineer - Fluids,Ansys,"Waterloo, ON N2J 4G8",2025-01-22,"Join the Ansys Customer Excellence team to partner with our customers to engineer what's ahead, solve their real-world engineering problems, deploy Ansys software in their design workflows, and grow…",,https://www.indeed.ca/m/viewjob?jk=af19a1e9a8e98f90,IndeedScraperCANEng_af19a1e9a8e98f90,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Principal Software Engineer (GenAI),Sun Life,"Waterloo, ON",2025-01-22,"The ideal candidate will be a visionary leader with a passion for cutting-edge technologies and a proven track record of delivering large-scale, complex software systems.",,https://www.indeed.ca/m/viewjob?jk=b49b5719b4e95110,IndeedScraperCANEng_b49b5719b4e95110,IndeedScraperCANEng,Python,CANADA_ENGLISH,$84000 - $138000 yearly,UNKNOWN
NEW,Intern Bachelors Software Engineer,Honeywell,"Cambridge, ON",2025-01-22,"Join a team recognized for leadership, innovation and diversity The future is what you make it. When you join Honeywell, you become a member of our global team of thinkers, innovators, dreamers…","Job types: Internship / Co-op
Job types cc: Internship / Co-op",https://www.indeed.ca/m/viewjob?jk=6153a18f5e238720,IndeedScraperCANEng_6153a18f5e238720,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Staff Software Engineer - Kernel,Untether AI,"Kitchener-Waterloo, ON",2025-01-22,"We are looking for best in class engineers to join our existing top-notch team. When you join Untether AI, you will be part of a team that designs, develops and verifies the software that interacts…","Job types: Full-time
Remote: Hybrid work
Benefits: Extended health care, Stock options
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=ce88459da0d4a452,IndeedScraperCANEng_ce88459da0d4a452,IndeedScraperCANEng,Python,CANADA_ENGLISH,,TEMPORARILY_REMOTE
NEW,Programmer & HelpDesk Support,CareKW,"Kitchener, ON",2025-01-22,"Company: CareKW Location: Kitchener, ON (Travel between locations in Southwestern Ontario is required) Employment Type: Full-Time Hours: 37.5 hour week, Monday to Friday We are seeking a motivated…","Job types: Full-time
Benefits: RRSP match, Dental care, Vision care
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.ca/m/viewjob?jk=e7722a41c3edc113,IndeedScraperCANEng_e7722a41c3edc113,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Electrical Support Technician,University of Waterloo,"Waterloo, ON N2L 3G1",2025-01-22,"This position is responsible for supporting the development of electrical designs for trapped ion quantum processors within the Quantum Information with Trapped Ions (QITI) research group, led by…","Job types: Temporary
Job types cc: Temporary",https://www.indeed.ca/m/viewjob?jk=c4c72c3d348e1ec5,IndeedScraperCANEng_c4c72c3d348e1ec5,IndeedScraperCANEng,Python,CANADA_ENGLISH,$58286 - $72858 yearly,UNKNOWN
NEW,Image Sensor Design Specialist,Teledyne Technologies Inc.,"Waterloo, ON",2025-01-22,"Teledyne Digital Imaging's products are used worldwide in machine vision, document scanning, image capture, surveillance, process monitoring, manufacturing inspection, medical imaging, and multi media…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=849d9e60cca2692f,IndeedScraperCANEng_849d9e60cca2692f,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Robotics Software Engineering Student Intern,Lincoln Electric,"Waterloo, ON N2L 5V4",2025-02-07,Employment Status: Hourly Full-Time. Develop features in a TypeScript application which control the programming of various welding processes and robotic automation tasks.,"Job types: Full-time, Internship / Co-op
Job types cc: Full-time, Internship / Co-op",https://www.indeed.ca/m/viewjob?jk=17920d4fb9e11d7d,IndeedScraperCANEng_17920d4fb9e11d7d,IndeedScraperCANEng,Python,CANADA_ENGLISH,$33280 - $41600 yearly,UNKNOWN
NEW,"Software Developer Intern, PhD, Summer 2025",Google,"Waterloo, ON",2025-01-22,"This internship is intended for students in their penultimate academic year, who are pursuing a PhD degree program in Computer Science or a related field. Develop scripts to automate routine tasks.","Job types: Full-time, Internship / Co-op
Job types cc: Full-time, Internship / Co-op",https://www.indeed.ca/m/viewjob?jk=ef82cbea094c2f20,IndeedScraperCANEng_ef82cbea094c2f20,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Principal Software Developer SDET,OpenText,"Waterloo, ON N2L 0A1",2025-01-22,"SoftwareDevelopment Engineer in Test - Waterloo, ON Hybrid (Tue/Wed/Thur in-office). The OpenText Cybersecurity portfolio provides a broad portfolio of data security and data protection solutions that…",,https://www.indeed.ca/m/viewjob?jk=b13b52baf698e7ad,IndeedScraperCANEng_b13b52baf698e7ad,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Application Scientist,Bioinformatics Solutions,"Waterloo, ON N2L 6J2",2025-01-22,"Full-time | Waterloo, ON (On-site) | 75k-85k. The candidate will work closely with software users to support their success by addressing inquiries and providing technical guidance.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=7f251c784b3f45f3,IndeedScraperCANEng_7f251c784b3f45f3,IndeedScraperCANEng,Python,CANADA_ENGLISH,$75000 - $85000 yearly,UNKNOWN
NEW,Software Developer in Test (SDET) Threat Protection,"McAfee, LLC","Waterloo, ON",2025-01-22,"You have strong knowledge of python, SQL is a bonus. As part of the Consumer Antivirus Team, you will build high-quality Windows threat protection software for our flagship McAfee products.","Benefits: Dental care, Paid time off, Vision care, Flexible schedule",https://www.indeed.ca/m/viewjob?jk=a58c561eff384970,IndeedScraperCANEng_a58c561eff384970,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,"Senior DevOps Engineer (Remote - Waterloo, Canada)",Ansys,"Waterloo, ON",2025-01-22,"Proficient in at least one language used for scripting (e.g. bash, python, perl, ruby, etc). The Senior Site Reliability Engineer at Ansys is responsible for the reliability and availability of…",Remote: Remote,https://www.indeed.ca/m/viewjob?jk=41c71dca5350015d,IndeedScraperCANEng_41c71dca5350015d,IndeedScraperCANEng,Python,CANADA_ENGLISH,,FULLY_REMOTE
NEW,"Étudiant-chercheur, doctorat, hiver/été 2025",Google,"Waterloo, ON",2025-01-22,"Les candidatures seront examinées sur une base continue; les candidats ont donc intérêt à postuler rapidement. La période de dépôt des candidatures prévue est ouverte jusqu'au 11 juillet 2025, mais…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=85d9499567ab9f9c,IndeedScraperCANEng_85d9499567ab9f9c,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,"Senior Manager, Risk Intelligence and Analytics",Manulife,"Waterloo, ON",2025-02-14,"Are you looking for unlimited opportunities to develop and succeed? With work that challenges and makes a difference and a flexible and supportive environment, we can help our customers achieve…","Job types: Full-time
Benefits: Disability insurance, Dental care, Paid time off, Vision care
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=dae86c80cb2b6bdd,IndeedScraperCANEng_dae86c80cb2b6bdd,IndeedScraperCANEng,Python,CANADA_ENGLISH,$80700 - $145260 yearly,UNKNOWN
NEW,Sr. Data Engineer,Sun Life,"Waterloo, ON",2025-02-12,"This senior technical role is responsible for the design, building, deployment and support of data integration for BI reporting and analytic solutions, and application integration solutions using…",Remote: Hybrid work,https://www.indeed.ca/m/viewjob?jk=0c5290b38cb5447c,IndeedScraperCANEng_0c5290b38cb5447c,IndeedScraperCANEng,Python,CANADA_ENGLISH,$84000 - $138000 yearly,TEMPORARILY_REMOTE
NEW,Principal Site Reliability Administrator,OpenText,"Waterloo, ON N2L 0A1",2025-01-22,Job Code Level: IZ-CLD-P5. An SRE bridges the gap between traditional software engineering and operations to create highly scalable and fault-tolerant systems. Some experience in Golang is preferred.,Schedules: On call,https://www.indeed.ca/m/viewjob?jk=e9c484cea3126ced,IndeedScraperCANEng_e9c484cea3126ced,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Mechatronics Engineers - 2025 University Graduates,Westinghouse Electric Company,"Cambridge, ON",2025-01-22,"Design and implement control software specific to customer and project requirements. Select, integrate and test hardware and software components including embedded computers, cameras, lasers,…","Benefits: Dental care, Tuition reimbursement, Flextime, Employee assistance program, Vision care, Flexible schedule
Schedules: Flextime",https://www.indeed.ca/m/viewjob?jk=93294ebe2318a4e1,IndeedScraperCANEng_93294ebe2318a4e1,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Sr. System Performance Analyst,Canadian Solar,"Kitchener, ON",2025-01-22,Reports To:BESS Data Analytics Manager. Sr. System Performance Analyst is part of the engineering team responsible to conduct in-depth analysis of performance data from battery storage systems.,"Job types: Full-time
Benefits: Dental care
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=f3b2c499a7e1fbdf,IndeedScraperCANEng_f3b2c499a7e1fbdf,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,R&D Verification Engineer II - HFSS/Maxwell Cloud,Ansys,"Waterloo, ON N2J 4G8",2025-01-22,The R&D Verification Engineer II joins the Electronics Business Unit (EBU) to conduct software testing of ANSYS applications such as HFSS and HFSS 3D Layout. Familiarity with EDA/CAE software.,Remote: Hybrid work,https://www.indeed.ca/m/viewjob?jk=c5de9fcfbe6597f9,IndeedScraperCANEng_c5de9fcfbe6597f9,IndeedScraperCANEng,Python,CANADA_ENGLISH,,TEMPORARILY_REMOTE
NEW,SOC Analyst I,eSentire,"Waterloo, ON",2025-01-22,"The GSOC delivers comprehensive security services to customers worldwide on a 24x7 basis, utilizing best-in-class tooling from both external vendors and internally developed technologies.","Job types: Full-time
Shifts: 8 hour shift
Remote: Hybrid work
Job types cc: Full-time
Schedules: 8 hour shift, Weekends as needed",https://www.indeed.ca/m/viewjob?jk=ef48fa80738d8ed6,IndeedScraperCANEng_ef48fa80738d8ed6,IndeedScraperCANEng,Python,CANADA_ENGLISH,,TEMPORARILY_REMOTE
NEW,Lead Software Developer,OpenText,"Waterloo, ON N2L 0A1",2025-02-15,"OpenText IT Operations Management (ITOM) delivers intelligent, automated solutions that empower businesses to monitor, manage, and optimize complex IT environments.",,https://www.indeed.ca/m/viewjob?jk=fa67758e9f6cfdf6,IndeedScraperCANEng_fa67758e9f6cfdf6,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,"Software Development Manager, Go Language Ecosystem",Google,"Waterloo, ON",2025-02-11,"Bachelor's degree or equivalent practical experience. 8 years of experience with software development in one or more programming languages (e.g., Python, C, C++, Java, JavaScript).","Job types: Full-time
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=1be4945060055688,IndeedScraperCANEng_1be4945060055688,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Software Engineer - Fully Networked Vehicle Analytics Data,Altair Engineering,"Waterloo, ON",2025-01-22,"Our client in Waterloo, ON is looking for a Software Engineer Senior. Our mission is to provide the best possible user experience for Our Client´s ustomers, by providing invaluable wisdom from data to…","Benefits: Designated paid holidays, Paid time off",https://www.indeed.ca/m/viewjob?jk=f4648c1ba06f4a2f,IndeedScraperCANEng_f4648c1ba06f4a2f,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,R&D Engineer II (Meshing),Ansys,"Waterloo, ON N2J 4G8",2025-01-25,Of particular interest are boundary layer and thin volume meshing algorithms with application to finite elements and finite volume methods. Experience from the development of higher order mesh…,,https://www.indeed.ca/m/viewjob?jk=6b2523ca5a88be26,IndeedScraperCANEng_6b2523ca5a88be26,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Data Scientist,TextNow,"Waterloo, ON",2025-01-28,"As a senior contributor, you will directly collaborate with multiple teams across the TextNow organization including Marketing and Growth, Product, and Engineering to deliver well-thought-out insights…","Job types: Full-time
Remote: Remote
Benefits: Stock options
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=c86f4bbe69e68f08,IndeedScraperCANEng_c86f4bbe69e68f08,IndeedScraperCANEng,Python,CANADA_ENGLISH,,FULLY_REMOTE
NEW,Principal Developer,Your Neighbourhood Credit Union,"Kitchener, ON N2P 2N4",2025-01-29,"Job Type: Regular, Full Time*. This individual will play a crucial role in leading a team of developers, fostering a culture of innovation, and ensuring the delivery of high-quality software solutions…","Job types: Full-time
Remote: Hybrid work
Benefits: Casual dress, Extended health care, Wellness program, RRSP match, Dental care, Paid time off, Company pension, Work from home, Company events, Employee assistance program, Vision care, On-site parking
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.ca/m/viewjob?jk=7e75cd9fa7c1aa7f,IndeedScraperCANEng_7e75cd9fa7c1aa7f,IndeedScraperCANEng,Python,CANADA_ENGLISH,,TEMPORARILY_REMOTE
NEW,Software Integration Engineer,Raytheon,"Waterloo, ON",2025-02-21,We integrate software developed in C and C++ on hardware operating on various legacy and new operating systems. Candidates can expect to work on many if not all the phases of the software development…,"Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=cfb8f5e348327d5b,IndeedScraperCANEng_cfb8f5e348327d5b,IndeedScraperCANEng,Python,CANADA_ENGLISH,,TEMPORARILY_REMOTE
NEW,"Lead Full Stack Software Developer(Node.Js, Angular, Vue.Js)",OpenText,"Waterloo, ON N2L 0A1",2025-01-22,"As a Full-Stack Digital Developer, you will be an integral part of our development team, contributing to the digital web experience we enable for our customers.",,https://www.indeed.ca/m/viewjob?jk=26ea7e347054dfbe,IndeedScraperCANEng_26ea7e347054dfbe,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Wind Engineer - Aeroelastic Structures,RWDI,"Guelph, ON",2025-01-22,Client First: Working with our clients and your colleagues at RWDI to solve challenging engineering problems related to wind loads and effects on structures.,"Job types: Full-time
Benefits: RRSP match
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=8944c3bbb4cd8bfb,IndeedScraperCANEng_8944c3bbb4cd8bfb,IndeedScraperCANEng,Python,CANADA_ENGLISH,$65000 - $80000 yearly,UNKNOWN
NEW,"Research Intern, PhD, Summer 2025",Google,"Waterloo, ON",2025-01-22,"This internship is intended for students in their penultimate academic year, who are pursuing a PhD degree program in Computer Science or a related field. Develop and execute a research agenda.","Job types: Full-time, Internship / Co-op
Job types cc: Full-time, Internship / Co-op",https://www.indeed.ca/m/viewjob?jk=8943c0cc7b8abdc7,IndeedScraperCANEng_8943c0cc7b8abdc7,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,SOC Analyst II,eSentire,"Waterloo, ON",2025-01-25,"The GSOC delivers comprehensive security services to customers worldwide on a 24x7 basis, utilizing best-in-class tooling from both external vendors and internally developed technologies.","Job types: Full-time
Shifts: 8 hour shift
Remote: Hybrid work
Job types cc: Full-time
Schedules: 8 hour shift",https://www.indeed.ca/m/viewjob?jk=b93b119acbf920e3,IndeedScraperCANEng_b93b119acbf920e3,IndeedScraperCANEng,Python,CANADA_ENGLISH,,TEMPORARILY_REMOTE
NEW,R&D Verification Engineer II - LS-DYNA,Ansys,"Waterloo, ON N2J 4G8",2025-01-22,The R&D Verification Engineer II joins the Mechanical Business Unit to conduct software testing of ANSYS applications such as LS-DYNA. This role assesses how well the product meets customer needs both…,,https://www.indeed.ca/m/viewjob?jk=c5c483bdc637d819,IndeedScraperCANEng_c5c483bdc637d819,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,"Tech Lead, Reporting & Analytics",Axonify,"Waterloo, ON",2025-02-14,"Reporting to the Director, Software Development, the Reporting & Analytics Team Lead at Axonify plays a foundational role in helping to determine the direction of and execute on data-based initiatives…","Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time
Schedules: On call",https://www.indeed.ca/m/viewjob?jk=bd5dbf97c857104e,IndeedScraperCANEng_bd5dbf97c857104e,IndeedScraperCANEng,Python,CANADA_ENGLISH,,TEMPORARILY_REMOTE
NEW,"Technical Solutions Consultant, Applied AI, Telephony",Google,"Waterloo, ON",2025-01-31,"Bachelor's degree in Science, Technology, Engineering, Mathematics, or equivalent practical experience. 5 years of experience in solution engineering and 3 years of experience in stakeholder…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=5b9960174b4330ae,IndeedScraperCANEng_5b9960174b4330ae,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Senior Deep Learning Engineer,Untether AI,"Kitchener-Waterloo, ON",2025-02-12,"By creating software that fully realizes the capabilities of the hardware, you will help get AI inference to the general populace. You excel in an environment with complex software and hardware…","Job types: Full-time
Remote: Hybrid work
Benefits: Extended health care, Stock options
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=6394a696ab2e3ce4,IndeedScraperCANEng_6394a696ab2e3ce4,IndeedScraperCANEng,Python,CANADA_ENGLISH,,TEMPORARILY_REMOTE
NEW,Director of Product Security Architecture,Dematic Ltd.,"Waterloo, ON",2025-02-12,"Under the Vice President of Global Product Security, you will provide strategic and expertly informed technical security leadership to the product development, execution, sales, and support…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=ee1f3ecf22970c51,IndeedScraperCANEng_ee1f3ecf22970c51,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Lead Site Reliability Administrator,OpenText,"Waterloo, ON N2L 0A1",2025-01-22,"Experience with at least one scripting language such as shell, Perl, python, javascript, etc…. Job Code Level: IZ-CLD-P4. This Site Reliability Administrator role is to build solutions to enhance the…",Schedules: On call,https://www.indeed.ca/m/viewjob?jk=0362a3b1cb773682,IndeedScraperCANEng_0362a3b1cb773682,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Senior AWS Cloud Infrastructure Developer,NAVBLUE,"Waterloo, ON",2025-01-22,"As part of our team, you will be creating and supporting common AWS infrastructure modules and services, creating guard rails and automatic compliance checks, and improving our CI/CD pipeline.","Job types: Full-time
Job types cc: Permanent, Full-time",https://www.indeed.ca/m/viewjob?jk=caafd30a1f86cfdd,IndeedScraperCANEng_caafd30a1f86cfdd,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,R&D Engineer II (UI/UX) - Canada Remote,Ansys,"Waterloo, ON",2025-01-29,"The R&D Engineer II will be responsible for creating intuitive, user-friendly, and visually compelling designs for Ansys products and services, specifically focused on Ansys Thermal Desktop.",Remote: Remote,https://www.indeed.ca/m/viewjob?jk=459b27e05f6c0054,IndeedScraperCANEng_459b27e05f6c0054,IndeedScraperCANEng,Python,CANADA_ENGLISH,,FULLY_REMOTE
NEW,Senior Application Engineer - Optics (Remote),Ansys,"Waterloo, ON",2025-02-15,"Join the Ansys Customer Excellence team to partner with our customers to engineer what's ahead, solve their real-world engineering problems, deploy Ansys software in their design workflows, and grow…",Remote: Remote,https://www.indeed.ca/m/viewjob?jk=af74d51398545c31,IndeedScraperCANEng_af74d51398545c31,IndeedScraperCANEng,Python,CANADA_ENGLISH,,FULLY_REMOTE
NEW,Senior Data Architect,"McAfee, LLC","Waterloo, ON",2025-01-22,"As a member of McAfee’s enterprise data architecture team, you will manage data platform architecture on the Databricks platform. This role requires a deep understanding of:","Remote: Remote
Benefits: Dental care, Paid time off, Vision care, Flexible schedule",https://www.indeed.ca/m/viewjob?jk=f394f9b1023c51f0,IndeedScraperCANEng_f394f9b1023c51f0,IndeedScraperCANEng,Python,CANADA_ENGLISH,,FULLY_REMOTE
NEW,Senior Release Manager,Sun Life,"Waterloo, ON",2025-01-28,We drive best-in-class data & analytics capabilities to the business to create better client experiences and business outcomes. Internal marketing communications that promote and advance our products…,Remote: Hybrid work,https://www.indeed.ca/m/viewjob?jk=02489b39f0a51eaf,IndeedScraperCANEng_02489b39f0a51eaf,IndeedScraperCANEng,Python,CANADA_ENGLISH,$84000 - $138000 yearly,TEMPORARILY_REMOTE
NEW,"Developing Manager, Go Language Ecosystem",Google,"Waterloo, ON",2025-02-06,"Bachelor's degree or equivalent practical experience. 8 years of experience with software development in one or more programming languages (e.g., Python, C, C++, Java, JavaScript).","Job types: Full-time
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=d46240f528ee52f5,IndeedScraperCANEng_d46240f528ee52f5,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,"Senior R&D Engineer (Remote - Waterloo, Canada)",Ansys,"Waterloo, ON",2025-01-29,"Excellent technical knowledge with python, with a strong understanding of multi-threading and concurrent programming. Participates in planning, architecture, and research.",Remote: Remote,https://www.indeed.ca/m/viewjob?jk=363268f96eddb98c,IndeedScraperCANEng_363268f96eddb98c,IndeedScraperCANEng,Python,CANADA_ENGLISH,,FULLY_REMOTE
NEW,"Incident Handler, SOC",eSentire,"Waterloo, ON",2025-01-22,The Incident Handler reports to the SOC Incident Handling Manager as part of the Incident Handling team to help support eSentire SOC operations during incident/breach situations.,"Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time
Schedules: Weekends as needed",https://www.indeed.ca/m/viewjob?jk=da74e429d07f6189,IndeedScraperCANEng_da74e429d07f6189,IndeedScraperCANEng,Python,CANADA_ENGLISH,,TEMPORARILY_REMOTE
NEW,"Test Developer, Fleet Software",Rockwell Automation,"Kitchener, ON N2C 2K5",2025-01-22,"Work with Linux/Ubuntu based environments and scripting (bash, python). The Fleet Software Group is responsible for the design and support of the Fleet Manager and software applications that allow our…","Job types: Full-time
Remote: Hybrid work
Benefits: RRSP match, Dental care, Paid time off, Employee assistance program, Flexible schedule
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=e109edac060e14cb,IndeedScraperCANEng_e109edac060e14cb,IndeedScraperCANEng,Python,CANADA_ENGLISH,,TEMPORARILY_REMOTE
NEW,Principal Software Developer DevSecOps,OpenText,"Waterloo, ON N2L 0A1",2025-02-05,"Knowledge of PowerShell, bash, and/or python. The OpenText Cybersecurity portfolio provides a broad portfolio of data security and data protection solutions that help companies prevent, detect,…",,https://www.indeed.ca/m/viewjob?jk=351f6baed9230a4c,IndeedScraperCANEng_351f6baed9230a4c,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Digital IC Designer,onsemi,"Waterloo, ON",2025-01-22,We are looking to expand our team with a Digital IC Designer with experiences in the development of digital subsystems and embedded MCU/DSP for our mixed-signal products.,"Job types: Full-time
Benefits: Flexible schedule
Job types cc: Full-time",https://www.indeed.ca/m/viewjob?jk=8ad983ba4dd440b9,IndeedScraperCANEng_8ad983ba4dd440b9,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
NEW,Cloud and Security Specialist,KidsAbility,"Waterloo, ON N2K 3P5",2025-02-21,"*Cloud and Security Specialist * Fulltime, Permanent | Start Date: ASAP | Waterloo & Other Sites Closing Date: March 3, 2025 About KidsAbility: We are a not-for-profit, equal…","Job types: Full-time
Benefits: Extended health care, RRSP match, Disability insurance, Dental care, Paid time off, Company events, Employee assistance program, Vision care, RRSP, Life insurance, On-site parking
Job types cc: Permanent, Full-time
Schedules: Weekends as needed, Monday to Friday",https://www.indeed.ca/m/viewjob?jk=7ee11ffed674cbd9,IndeedScraperCANEng_7ee11ffed674cbd9,IndeedScraperCANEng,Python,CANADA_ENGLISH,,UNKNOWN
